Kaweah Delta Health Care District,,
CDM Listing as of June 2018,,
,,
,,
ITEM NUMBER,DESCRIPTION, UNIT PRICE 
3094396,Lipoprotein bld quan part-ARUP, $35.26 
3094397,Assay of magnesium-ARUP, $7.41 
3094398,Assay nephelometry not spec-ARUP, $15.03 
3094399,Assay of oxalate-ARUP, $14.24 
3094400,Assay ph body fluid nos-ARUP, $3.96 
3094401,Assay of urine phosphorus-ARUP, $5.72 
3094402,Assay of urine potassium-ARUP, $4.75 
3094403,Assay of protein urine-ARUP, $4.10 
3094404,Assay of proinsulin-ARUP, $19.70 
3094405,Assay of sex hormone globul-ARUP, $24.02 
3094406,Assay of urine sodium-ARUP, $5.32 
3094407,Assay of urine sulfate-ARUP, $5.25 
3094408,Assay of total testosterone-ARUP, $28.54 
3094409,Transferase (ast) (sgot)-ARUP, $5.71 
3094410,Alanine amino (alt) (sgpt)-ARUP, $5.86 
3094411,Assay triiodothyronine (t3)-ARUP, $15.68 
3094412,T3 reverse-ARUP, $17.42 
3094413,Assay of urea nitrogen-ARUP, $4.36 
3094414,Assay of urine/uric acid-ARUP, $5.25 
3094415,Clot factor viii ahg 1 stage-ARUP, $19.80 
3094416,Clot factor viii vw ristoctn-ARUP, $25.38 
3094417,Clot factor viii vw antigen-ARUP, $25.38 
3094418,Clot factor viii multimetric-ARUP, $25.38 
3094419,Clot inhibit prot c antigen-ARUP, $13.29 
3094420,Clot inhibit prot c activity-ARUP, $15.29 
3094421,Clot inhibit prot s total-ARUP, $12.82 
3094422,Clot inhibit prot s free-ARUP, $16.94 
3094423,Prothrombin time-ARUP, $4.34 
3094424,Russell viper venom diluted-ARUP, $10.58 
3094425,Thromboplastin time partial-ARUP, $6.64 
3094426,Allg spec ige crude xtrc ea-ARUP, $5.78 
3094427,Immunoglobulin assay-ARUP, $13.77 
3094428,Beta-2 glycoprotein antibody-ARUP, $24.23 
3094429,Cardiolipin antibody ea ig-ARUP, $24.23 
3094430,Anti-phospholipid antibody-ARUP, $17.76 
3094431,Dna antibody native-ARUP, $15.19 
3094432,Nuclear antigen antibody-ARUP, $15.20 
3094433,Fluorescent antibody screen-ARUP, $12.16 
3094434,Diph and Tetanus-ARUP, $11.05 
3094435,Immunfix e-phorsis/urine/csf-ARUP, $32.80 
3094436,Mononuclear cell antigen-ARUP, $29.93 
3094437,T cells total count-ARUP, $46.82 
3094438,T cell absolute count/ratio-ARUP, $46.82 
3094439,Microsomal antibody each-ARUP, $15.20 
3094440,Enterovirus antibody1-ARUP, $14.40 
3094441,Bartonella antibody-ARUP, $11.25 
3094442,Candida antibody-ARUP, $13.28 
3094443,Chlamydia antibody-ARUP, $13.08 
3094444,Chlamydia igm antibody-ARUP, $14.04 
3094445,Enterovirus antibody-ARUP, $14.41 
3094446,Ehrlichia antibody-ARUP, $11.25 
3094447,Francisella tularensis-ARUP, $11.50 
3094448,Fungus nes antibody-ARUP, $13.56 
3094449,Herpes simplex type 1 test-ARUP, $14.58 
3094450,Herpes simplex type 2 test-ARUP, $21.40 
3094451,Histoplasma antibody-ARUP, $13.82 
3094452,Influenza virus antibody-ARUP, $14.99 
3094453,Parvovirus antibody-ARUP, $16.62 
3094454,Protozoa antibody nos-ARUP, $13.70 
3094455,Rubeola antibody-ARUP, $14.25 
3094456,Toxoplasma antibody-ARUP, $15.36 
3094457,Toxoplasma antibody igm-ARUP, $15.36 
3094458,Treponema pallidum-ARUP, $31.50 
3094459,West nile virus ab igm-ARUP, $18.83 
3094460,West nile virus antibody-ARUP, $16.09 
3094461,Virus antibody nos-ARUP, $14.25 
3094462,Hantavirus Antibodies by ELISA-ARUP, $47.50 
3094463,Yersinia antibody-ARUP, $14.58 
3094464,Thyroglobulin antibody-ARUP, $14.97 
3094465,Chlamydia culture-ARUP, $19.26 
3094466,Culture type immunofluoresc-ARUP, $6.08 
3094467,Chylmd trach dna amp probe-ARUP, $38.80 
3094468,N.gonorrhoeae dna amp prob-ARUP, $38.80 
3096380,Myoglobin Urine(4988Ur), $13.50 
3096990,Biofire Respiratory Panel, $-   
3096991,Bodetella Pertussis, $7.00 
3096992,Chlamyd Pneumoniae, $7.00 
3096993,Mycoplasma Pneumonia, $7.00 
3096994,Resp Virus 12-25 Targets, $109.00 
3097195,Unlisted Lab Test, $-   
3098168,C. trachomatis & N. gonorrhoeae by TMA-ARUP, $19.00 
3098190,Afb Concentration, $3.00 
3098191,Afb Culture, $6.25 
3107060,Exam Synovial Fluid Cryst, $-   
3107104,Cytopath Smears W/Inter, $33.09 
3107106,Cytopath Filter Method, $33.09 
3107108,Cytopath Concentration, $49.10 
3107112,Cytopath Sel Cell En Tech, $27.47 
3107160,Cytopath Screen & Inter, $32.48 
3107161,Cytopath Prep & Screen, $27.71 
3107162,Cytopath Extended Study, $46.29 
3107172,Eval Needle Aspir Immed, $16.64 
3107173,Eval Needle Aspir I & R, $63.07 
3107300,"Level I - Surgical pathology, gross examination only", $10.88 
3107302,Level Ii Path, $20.24 
3107304,Level Iii Path, $27.61 
3107305,Level Iv Path, $28.73 
3107307,Level V Path, $172.47 
3107309,Level Vi Path, $248.20 
3107311,Decalcification, $6.58 
3107312,Special Stain Group I, $54.82 
3107313,Special Stains Group Ii, $44.31 
3107314,Special Stains Histochem, $-   
3107319,Histo/Cytochemistry Ea 10, $529.53 
3107323,Ref Consult W Slide Prep, $121.12 
3107331,Path Consult 1St Specimen, $32.31 
3107332,Path Consult Ea Add Block, $11.27 
3107333,Cyto Exam Initial Site, $33.75 
3107334,Cyto Exam Addtl Site, $-   
3107342,Immhistochem Ea Antibody, $44.94 
3107358,Morphometric Analysis, $214.55 
3107360,Manual Tumor Im Ea Ab, $65.94 
3107361,Tumor Ihc Quantitative, $89.92 
3107365,Tissue In Situ Hybrid, $121.12 
3107367,Insitu Hybridization Auto, $63.48 
3107368,Insitu Hybridization Manu, $57.66 
3107416,Biopsy Prostate 10-20 Spc, $468.27 
3107462,Immhistochem Additional, $45.57 
3200005,Cisternography, $735.75 
3200006,Breast Nodl Localization, $670.00 
3200008,Breast Surgical Specimen, $540.00 
3200010,Eye Foreign Body Detect, $129.25 
3200013,Mandible Limited, $222.25 
3200014,Mandible Complete, $332.75 
3200016,"Mastoids, Complete", $317.75 
3200018,Facial Bones 3Vws Or Less, $222.25 
3200019,Facial Bones 3 View Min, $332.75 
3200020,Nasal Bones 3 View Min, $332.75 
3200024,Orbits 4 Views Min, $317.75 
3200025,Sinus Paranasal <3Vws, $232.75 
3200026,Sinuses 3 Views Min, $317.75 
3200030,Skull < 4 Views, $232.75 
3200031,Skull 4 Views, $550.25 
3200033,Teeth Partial, $558.75 
3200035,Tmj Unilateral, $348.00 
3200036,Tmj Bilateral, $388.00 
3200041,Neck Soft Tissue, $210.50 
3200045,Salivary Gland, $147.25 
3200046,Salivary Duct, $630.00 
3200069,Ribs Unil 2Vws, $266.00 
3200070,Ribs Unil Pa Chest Min3Vw, $343.75 
3200071,Ribs Bilateral 3 Views, $389.25 
3200072,Ribs Bil Pa Chest Min4Vws, $617.75 
3200073,Sternum 2 Views, $369.75 
3200074,Sternoclavicular Jts 3 Vw, $342.00 
3200075,Chest Employee, $-   
3200079,Spine Thoracolumbar Stand, $314.00 
3200080,Spine Entire Ap & Lat, $510.50 
3200081,Spine 1 View Cervical, $267.50 
3200082,Spine Cervical 2 Or 3 Vw, $396.50 
3200083,Spine Cervical 4 Views, $666.00 
3200084,Spine Cerv 4 Vw And Flx/E, $721.75 
3200085,Spine Thoracic 2 Views, $403.00 
3200086,Spine Thoracic 3 Views, $434.00 
3200087,Spine Thoracic 4 Vw Min, $433.50 
3200088,Spine Thoracolumbar 2 Vws, $454.75 
3200089,Spine Scoliosis Study, $452.75 
3200090,Spine Lumbosacral 2 Or 3, $432.25 
3200091,Spine Lumbosacral Min 4 V, $738.00 
3200092,Spine Lumb 2-3 Views Bending, $420.50 
3200093,Spine Lumbo Comp W/Bend, $644.50 
3200094,Pelvis 1 Or 2 Views, $235.25 
3200096,Pelvis 3 View Min, $339.75 
3200097,Sacroiliac Joints <3Vws, $304.50 
3200098,Sacroiliac Jts 3 Vws Min, $327.00 
3200099,Tailbone 2 Views Sac/Coc, $409.75 
3200100,Cervical Myelogram," $1,407.50 "
3200102,Thoracic Myelogram," $1,407.50 "
3200104,Lumbar Myelogram," $1,407.50 "
3200110,Diskography Lumbar Spine," $3,983.75 "
3200117,Clavicle, $240.25 
3200118,Scapular Blade, $281.00 
3200119,Shoulder 1 View, $226.50 
3200120,Shoulder 2 Views, $321.00 
3200123,Shoulders Ac Joints, $294.25 
3200124,Humerus 2 Views, $235.00 
3200125,Elbow 2 Views, $232.25 
3200126,Elbow 3 Views, $385.50 
3200129,Forearm 2 Views, $315.00 
3200130,Arm Infant 2 Views, $330.75 
3200131,Wrist 2 Views, $281.25 
3200132,Wrist 3 Views, $403.25 
3200135,Hand 2 Views, $354.25 
3200136,Hand 3 Views, $403.75 
3200137,Fingers 2 Views, $231.00 
3200143,Hip 1 View, $256.50 
3200145,Hips Incld Pelvis, $404.25 
3200148,Hip Operative W/Fluoro, $321.75 
3200150,Pelvis-Hips Infant/Child, $321.75 
3200151,Femur 2 Views, $277.75 
3200152,Knee 2 Views, $286.00 
3200153,Knee 3 Views, $356.00 
3200154,Knee Minimum 4 Views, $386.75 
3200156,Knee Both Standing Ap, $256.50 
3200157,Tibia-Fibula 2 Views, $320.25 
3200158,Lwr Ext Infnt Min 2 Vws, $336.25 
3200159,Ankle 2 Views, $297.50 
3200160,Ankle 3 Views, $396.75 
3200163,Foot 2 Views, $317.00 
3200164,Foot 3 Views, $372.25 
3200165,Heel 2 Views, $225.75 
3200166,Toe(S) 2 Views, $231.50 
3200172,Abdomen Kub 1 View, $229.00 
3200173,Abdomen 2 Views, $351.00 
3200175,Abdomen Series W/Chest, $399.00 
3200182,Esophagus, $557.50 
3200183,Swallow Function By Video, $606.50 
3200185,Upper Gi Tract W/O Kub, $609.00 
3200186,Upper Gi Tract W/Kub, $670.25 
3200187,Upper Gi Tract Sml Bowel," $1,010.00 "
3200188,Ugi W/Air Cont W/O Kub, $609.00 
3200189,Ugi W/Air Cont W/Kub, $682.50 
3200190,Up Gi W/Air Cont&Sm Bowel," $1,057.75 "
3200191,Sm Bowel Ser Flms W/Wo Fl, $636.75 
3200193,Barium Enema, $786.25 
3200194,Barium Enema W/Air, $973.50 
3200198,Operative Cholangiography, $490.75 
3200199,Operative Cholang Add Set, $468.50 
3200200,Chole Or Pancreas Post Op," $3,557.25 "
3200208,Bile Duct Endoscopy, $754.75 
3200209,Pancreas Endoscopy, $720.75 
3200210,Bile/Pancreas Endoscopy, $793.50 
3200212,Enterocolysis Sbft, $819.25 
3200217,Ivp W/O Tomos," $1,073.25 "
3200220,Ivp Infusion W/Tomo," $1,073.25 "
3200221,Retrograde Pyelogram," $1,073.25 "
3200225,Cystography, $733.75 
3200229,Penis Study, $743.25 
3200231,Urethrocystography Retro, $800.75 
3200233,Voiding Urethrocystograph, $793.25 
3200253,Hysterosalpingogram, $957.00 
3200345,Hepatic Veno W/Hemo Eval," $3,298.75 "
3200390,Venogram Uni Arm/Leg, $989.50 
3200392,Venogram Bilat Arm/Leg, $989.50 
3200396,Fluoroscope Up To 1 Hour, $554.25 
3200398,Veno-Caval Superior W/Ser, $989.50 
3200403,Veno-Renal Unilat Select," $3,298.75 "
3200408,Venography Caval Inferior," $3,437.25 "
3200409,Veno Sample Ea Organ," $4,876.50 "
3200421,Cath/Drn Ins Rnal Pelvis," $2,708.00 "
3200422,Intro Ureteral Cath/Stent," $2,708.00 "
3200431,Chg Perc Tube/Drain, $935.25 
3200432,Pthc Cholangiogram," $3,913.75 "
3200439,Ante Pyleo/Nephro/Loopo, $678.50 
3200440,T-Tube Cholangiogram," $3,557.25 "
3200442,Percut Abscess Drainage," $1,077.25 "
3200448,Diskography Lumbar (Sp)," $3,983.75 "
3200460,Fluoroscopy Over 1 Hr, $877.75 
3200463,Fluoroscopy To 1 Hr, $554.25 
3200464,Foreign Body 1 View Child, $365.25 
3200465,Bone Age, $350.25 
3200466,Bone Eval Bone Lengh Scan, $417.00 
3200467,Bone Survey Limited, $607.25 
3200468,Bone Survey Complete, $657.50 
3200469,Bone Eval Infant, $463.75 
3200470,Joint Survey Sngle Stress, $248.75 
3200471,Fistulogram, $544.00 
3200475,Transcath Embolize S&I," $1,825.00 "
3200476,Pi/Transcath Infus S & I," $1,798.00 "
3200480,Tomography One Plane, $174.25 
3200481,Tomography Comp, $406.00 
3200493,Carm To 1 Hour, $554.25 
3200495,Carm > 1 Hour, $877.75 
3200505,Ic Cephalogram, $129.25 
3200575,Duodenography Hypotonic, $313.75 
3202063,Fluor Loc Biopsy-Aspirati, $640.75 
3203002,Femur-Portable, $277.75 
3203004,X-Ray Exam Hip Uni 2-3 Vi, $321.75 
3203005,Hips Incl Pelvis Portable, $404.25 
3203024,Scapula-Portable, $281.00 
3203028,Spine 1 View Lumbar, $267.50 
3203033,Spine 1 View Thoracic, $267.50 
3205031,Ercp Dil Bil&Or Pan Ducts, $754.75 
3206008,Ductography Unilateral, $760.25 
3206315,Perc T-Hep Bil Drain," $4,031.00 "
3206317,Pth Bil Drain In/Ext," $4,031.00 "
3207000,Fluoro Lcl Needle Bio/Asp, $640.75 
3207001,Sp Fluoro >1 Hr, $877.75 
3207012,Epidurography S & I Fl, $708.00 
3207014,Perc Gastro Tube S & I," $1,776.25 "
3207015,Perc Dilat Biliary," $1,772.00 "
3207017,Veno Adrenal Bilat," $4,876.50 "
3207018,Veno Sinus/Jugular," $3,298.75 "
3207020,Port Ven W/O Hem Eval," $1,238.25 "
3207021,Hep Ven W/O Hem Eval," $3,298.75 "
3207022,Reposition Gi Tube S & I, $935.25 
3207024,Sp Fluro < Or To 1 Hr, $554.25 
3207026,Fluro N/C Spn/Parasp, $671.00 
3207027,Gi Tube Check S & I, $935.25 
3207032,Mech Remove Pericath Mate W/ Rad, $678.00 
3207033,Mech Remove Int.Lumen Mat W/ Rad, $445.25 
3207034,Fluoro Nedl/Cath Spn/Para, $671.00 
3207036,Myelo 2 Or More Regions," $1,522.50 "
3207037,Gstrointestinal Tube S&I, $315.75 
3207038,Us Guide Vascular Access, $346.00 
3207039,Fluoro Guide Venous Acces, $640.75 
3207043,Aaa/Rsi Ao/Bi Graft Plc," $3,628.25 "
3207044,Evasc Rpr A-Ao Ndgft," $2,943.50 "
3207045,Evasc Rpr Ilio-Iliac Ndgt," $3,045.00 "
3207059,Rad Exam Surg Specimen, $540.00 
3207061,Tunneled Cath Removal," $1,495.25 "
3207062,Shuntogram For Nv Shunt, $218.00 
3207063,Transcatheter Biopsy," $2,030.00 "
3207064,Endo Cath - Bile Ducts, $754.75 
3207065,Endo Cath - Pancr Duct, $720.75 
3207066,Endo Cath - Bil & Pancr D, $793.50 
3207067,Abscess Fistula/Sinus, $544.00 
3207068,Dilate Ureter/Ureth/Nephr," $2,043.75 "
3207069,Reposition Ip Cath Rsi, $284.75 
3207070,Dxa Bone 1+ Site H/P/S, $316.00 
3207071,Dxa Bone Density/Peripher, $182.25 
3207072,Dxa Bone Density Study Fx, $301.75 
3207073,Dxa Bone Density Vert Fx, $182.25 
3207074,Myelo Lum Inj&Int Lumbsac," $1,911.00 "
3207075,Myelo Lum Inj&Int Cervcal," $1,911.00 "
3207076,Myelo Lum Inj&Int Thorac," $1,911.00 "
3207077,Body Composition Analysis, $-   
3207078,Evasc Rpr A-Ao Ndgft Rpt," $2,943.50 "
3207079,Evasc Rpr Ilio-Iliac Rpt," $3,045.00 "
3207080,Xray Endovas Thor Ao Repr," $3,298.75 "
3207081,Xray Endovasc Thor Ao," $3,298.75 "
3207082,Xray Plc Prox Ext Thor Ao," $3,298.75 "
3207083,Xray Plc Dist Ext Thor Ao," $3,298.75 "
3220121,Shoulder Arthrogram, $976.25 
3220127,Elbow Arthrogram, $558.75 
3220133,Wrist Arthrogram, $609.00 
3220146,Hip Arthogram, $622.00 
3220155,Knee Arthrogram, $622.00 
3230216,Peri Com Car Incran Bi," $4,876.50 "
3230220,Peri Com Car Incran Uni," $4,876.50 "
3230226,Peri Com Car Excran Bi," $3,298.75 "
3230227,Peri Com Car Excran Uni," $3,298.75 "
3230232,Art-Extremity Bilateral," $3,298.75 "
3230233,Art-Extremity Unilat," $3,298.75 "
3230237,Art-Pelvic Selective," $4,876.50 "
3230240,Art-Pulm Bilat Selectiv," $3,628.50 "
3230247,Art-Renal Bilat Select," $6,370.25 "
3230249,Art-Renal Unilat Select," $6,151.75 "
3230251,Art-Spinal Selective," $6,343.75 "
3230257,Peri Vert Cerv Cereb Uni," $6,343.75 "
3230262,Art-Visceral Selective," $6,343.75 "
3230270,Pi/Cath Infus Art Ven Fu," $2,740.50 "
3230279,Aorto Abdo Cath W/Serial," $3,454.75 "
3230290,Aortography Thor W/O Seri," $3,298.75 "
3230291,Aortography Thor W/Serial," $4,876.50 "
3234645,Aorto Abdo & Runoff," $3,298.75 "
3234646,Peri Cervico Arch," $4,013.25 "
3234647,Peri/Ango Ext Cartid Uni," $4,013.25 "
3234648,Peri/Ango Ext Cartid Bi," $6,019.75 "
3234651,Angio Pulm Nonselect," $1,855.25 "
3234652,Angio Int Mammary," $3,298.75 "
3234654,Art-Select Ea Ves Aft," $1,254.25 "
3234655,Ccl/Angio Renal Bi W/Cc," $7,007.25 "
3234656,Ccl/Angio Renal Uni W/Cc," $6,151.75 "
3234669,Peri Int Car Incran Uni," $8,378.75 "
3234670,Peri Subcl Inom Vert Uni," $5,123.75 "
3234671,Peri Int Car Incran Bi," $10,473.75 "
3234672,Peri Subcl Inom Vert Bi," $6,403.75 "
3234673,Peri Vert Cerv Cereb Bi," $10,473.75 "
3240052,Chest Bilat Decubitus, $241.50 
3240053,Chest 1 View, $238.00 
3240055,Chest 2 Views, $293.25 
3240056,Chest Pa Lat Apical Lordo, $371.00 
3240057,Chest Pa Lat & Oblique, $375.00 
3240059,Chest 4 Views, $332.50 
3240061,Chest Lat Decubitus, $241.50 
3240076,Chest Xray 1 View-P, $238.00 
3244002,Infant Chest/Abdomen Xray, $238.00 
3310008,Chemo Sq/Im Non-Hormon 3S, $303.50 
3310009,Chemo Sq/Im Hormonal 3S, $303.50 
3310010,Chemo Iv Push Sngl 3S, $387.50 
3310011,Chemo Iv Push Ea Addl 3S, $387.50 
3310012,Chemo Pleural Thora 3S, $355.25 
3310013,Chemo Pleural Periton 3S, $355.25 
3310014,Chemo Into Cns 3S, $480.00 
3330004,Special Treatment Proc.," $1,350.00 "
3330010,Rad Simul-Aid Fld Set;Sim, $716.25 
3330012,Non-Imrt Complex Rad Sim," $2,104.50 "
3330020,Dosim Calcul As Req Tx, $350.00 
3330021,Teletx Isodose Plan Simp, $372.25 
3330023,Teletx Isod Plan Complex," $1,121.50 "
3330025,Spce Teletx Port Pl Part, $907.50 
3330027,Brachyth Isodose Cal Sim, $533.75 
3330029,Brachyth Isodose Cal Com, $944.00 
3330031,Spec Dosimetry Specify, $334.25 
3330033,Tx Devices Design Simple, $497.25 
3330034,Tx Devices Design Interm, $559.75 
3330035,Tx Devices Design Complex, $651.75 
3330037,Cont Rad Phys Cons Sup/Qa, $351.50 
3330038,Special Med Rad Phys Cons, $540.00 
3330104,Treatment Port Film, $401.75 
3330118,Daily Tx Simple >1 Mev, $820.75 
3330124,Daily Tx Complex >1 Mev," $1,083.50 "
3330126,Infusion Radioelement Sol, $560.50 
3330208,Hdr Interstit Complex," $2,908.50 "
3330211,Surface Application Radio, $560.50 
3330213,Supervision Handling Radi, $264.25 
3330301,Radpharm Tx Oral 1-131," $1,490.00 "
3330628,Hdr Brachytx >12Channels," $2,989.25 "
3330644,Ultrasonic Guidance, $711.25 
3330706,3D Treatment Planning," $3,344.50 "
3330708,Ultrasnd Vol Study Prost, $520.25 
3330709,Imrt Plan," $7,840.75 "
3330710,Imrt Daily Tx Complex," $2,158.25 "
3330711,Ct Scan Guide/Ther Fields, $785.25 
3330712,Hdr Brachytx 1 Channel," $2,531.75 "
3330713,Hdr Brachytx 2-12 Chann," $2,526.00 "
3330714,Stereoscop X-Ray Guidance, $466.25 
3330718,Multi-Leaf Collimator," $1,218.00 "
3330721,Mlc Device Count, $-   
3330722,Interm Bt Isodose Plan, $695.25 
3330723,Radiopharmaceutical By Iv," $1,386.00 "
3330724,Admin Radiopharm," $1,319.50 "
3330725,Respirator Mot Mgmt Simul," $1,538.25 "
3330726,Imrt Daily Tx Simple," $1,962.00 "
3330727,Imrt Complex Rad Sim, $894.11 
3330728,Basic Dose Calc 0, $-   
3330729,Special Dosimetry Qa 0, $334.25 
3350005,Chemo Iv Inf 1St Hr, $613.50 
3350006,Chemo Iv Inf Add Hr, $100.50 
3350007,Chemo Iv Inf > 8 Hr 3S, $600.00 
3350008,Chemo Iv Inf Addl Seq 3S, $210.00 
3400005,Thyroid Imag W/Uptake Single or Multiple," $1,491.25 "
3400006,Thyroid Scan Imaging Only," $1,139.75 "
3400011,Thyroid Met Whole Body," $1,887.50 "
3400012,Parathyroid Imaging Spect," $1,228.25 "
3400021,Abscess Local Lmtd Area," $1,715.25 "
3400022,Abscess Local Whole Body," $1,918.75 "
3400026,Liver Imaging Ect," $1,491.50 "
3400029,Liver/Spleen Image Scan," $1,491.50 "
3400032,Hepatobil Scan W/Wo Ef," $1,994.00 "
3400034,Salivary Gland Imaging," $1,626.00 "
3400039,Gastric Emptying Exam," $1,626.00 "
3400044,Gi Blood Loss-Acute Scan," $1,626.00 "
3400047,Bowel Scan - Meckel'S," $1,626.00 "
3400053,Bone Scan-Limited," $1,583.25 "
3400055,Bone Scan Whole Body," $1,658.00 "
3400061,Bone Image 3 Phase Tech," $1,583.25 "
3400066,Gated Blood Pool Imag Sng," $2,072.00 "
3400091,Lung Scan-Perfusion," $1,229.50 "
3400093,Lung Scan-Perfus&Ventilat," $1,421.00 "
3400105,Brain Tomographic Spect," $2,126.75 "
3400107,Brain Scan With Vas Flow," $1,471.75 "
3400108,Brain Scan Complete Study," $1,015.00 "
3400109,Brain Scan-Complet W/Flow," $1,471.75 "
3400112,Cisternogram," $1,554.50 "
3400115,Shunt Evaluation," $1,752.50 "
3400124,Mag-3 Isotope," $1,344.75 "
3400125,Kidney Scan-Imaging Only," $1,135.75 "
3400128,Kidney Scan W/Vas Flow&Fu," $1,463.50 "
3400135,Testicular Scan," $1,618.00 "
3400143,Tumor Local Limited Area," $1,015.00 "
3400144,Tumor Local Multi Areas," $1,286.00 "
3400145,Tumor Local Whole Body," $1,415.25 "
3400161,Bone Scan Regional Spect," $1,583.25 "
3400213,Nm Chemical Stress Test," $3,036.75 "
3400316,Nm Ceretec Isotope (Brain," $1,103.50 "
3400426,Nm Sestamibi Dose, $574.00 
3400429,Lymph & Lymph Gland Image," $1,767.25 "
3400660,Peri-Ven Patency Test," $1,626.00 "
3400664,Pet Limited," $4,263.00 "
3400665,Pet Skull Base Mid Thigh," $4,466.00 "
3400666,Pet Whole Body," $4,770.50 "
3400687,Pet Ct Whole Body," $4,770.50 "
3400688,Adrenal/Tumor Mibg," $1,421.00 "
3400689,Tumor Loc W-Body 2+Days," $2,842.00 "
3400691,Pet Brain Alz Disease," $2,994.25 "
3400693,Pet Ct Skull Base Thigh," $4,466.00 "
3400694,Pet Ct Limited Area," $4,263.00 "
3400697,Nm Tc99M Medronate, $135.89 
3400698,Nm Tc99M Mebrofenin, $271.51 
3400699,Myoview 99Mtc Tetrofosmin, $347.50 
3400700,Pet Myocardial Sngl Study," $2,994.25 "
3400702,Limited Body Nopr," $4,263.00 "
3400703,Skull Base Thigh Nopr Int," $4,466.00 "
3400704,Whole Body Nopr Initial," $4,770.50 "
3400706,Pet Ct Init Skul Bas Canc," $4,466.00 "
3400707,Pet Ct Sub Cance Skul Bas," $4,466.00 "
3400708,Pet Ct Init Canc Whol Bod," $4,770.50 "
3400709,Pet Ct Subseq Cance Body," $4,770.50 "
3400711,Skull Base Thigh Nopr Sub," $4,466.00 "
3400712,Whole Body Nopr Subseq," $4,770.50 "
3400713,Renal Scan With Lasix," $1,463.50 "
3400714,Kidney W/Vas Flow Multi," $1,463.50 "
3400715,Thallium Viability Scan," $3,036.75 "
3400716,Renal Scan W/ Captopril," $1,463.50 "
3400718,Wbc Scan Limited," $1,715.25 "
3400719,Parathyroid Spect Ct," $1,491.50 "
3410304,Nm Tc99M Dose 5Mci, $317.25 
3410306,Nm Tc99M Dtpa Unit Dose, $509.00 
3410307,Nm Tc99M Vent Lung Per Vi, $801.75 
3410308,Nm Tc99M Lung Maa Per Via, $833.75 
3410310,Nm Tc99M Sc Per Vial, $919.75 
3410311,Nm Tc99M Ultratag Per Dos," $1,384.25 "
3410312,Nm Thallium 201 Dose, $926.00 
3410424,Nm Indium 111 Oxine Per 5," $1,987.75 "
3410425,Nm Indium 111 Dtpa," $3,198.00 "
3410427,Nm I123 Unit Dose Per Mci, $306.60 
3417000,Nm Gallium Dose, $469.50 
3417001,Nm I123 Mibg 10 Mci," $6,043.75 "
3417002,Tumor Loc Wb Spect 2+Days," $2,092.34 "
3417003,Nm In111 Octreoscan 6Mci," $9,710.00 "
3417004,Myocard Perf Imaging," $2,454.50 "
3417005,Radiopharm Voiding Cysto, $988.25 
3417007,I-123 Mibg Up To 15 Mci," $7,621.25 "
3417008,Nm Tc99M Lymphoseek Diag, $550.00 
3417009,Nm Tc99 Pentate Aerosol, $801.75 
3420301,Nm 131 Therap Dose 1-5Mci, $254.50 
3420400,Thyroidhyperthyrd Int Tx," $1,490.00 "
3420401,Thyroidhyperthyrd Fu Tx," $1,490.00 "
3500035,Ct Guide Percu Drain Absc," $1,077.25 "
3500036,Ct/For Needle Biopsy," $2,861.50 "
3500037,Ct Fine Needle Aspiratn," $2,861.50 "
3500050,Ct-Limited Study," $1,100.25 "
3500101,Ct C-Spine Limited," $2,337.75 "
3500108,Ct Guide Ablation, $908.50 
3500110,Perc Bone Ablation," $6,488.50 "
3500111,Perc Liver Ablation," $7,409.50 "
3505556,3D Recon Separate Station," $1,170.50 "
3505557,3D Recon Same Station, $757.50 
3510001,Ct/Head Wo Contrast," $1,689.00 "
3510002,Ct/Head With Contrast," $1,920.50 "
3510003,Ct/Head W-W/O Contrast," $2,461.50 "
3510007,Maxillofacial W/O Contrst," $1,757.25 "
3510008,Maxillofacial W/Contrast," $1,938.00 "
3510009,Maxillofacial W/Wo Contra," $2,417.50 "
3510010,Ct/Neck Tissue W/O Contra," $1,599.25 "
3510011,Ct/Neck Tissue W/Contrast," $1,942.50 "
3510012,Ct/Neck Tissue W-W/O Cont," $2,295.25 "
3510049,Maxillofacial/Sinus Lmt," $1,757.25 "
3510060,Ct Orbits W/O Contrast," $1,863.50 "
3510063,Ct Mid-Inner Ear W/O Cont," $1,863.50 "
3510064,Ct Orbits With Contrast," $2,317.25 "
3510067,Ct Mid-Inner Ear W/Contr," $2,317.25 "
3510068,Ct Orbits W/Wo Contrast," $2,587.75 "
3510071,Ct Mid-Inner Ear W/Wo Con," $2,587.75 "
